down (1).jpg,deadlift_down,490.96081,206.47643,-852.63336,502.74338,191.91253,-825.73051,509.09473,191.90467,-825.66284,514.62044,192.00145,-825.78346,484.48723,191.75664,-820.67772,479.08775,191.60609,-820.80513,474.18755,191.69284,-820.78888,528.60725,197.46058,-666.77193,473.0164,199.09799,-645.83809,505.75104,224.00267,-793.92609,482.46315,222.95978,-787.71233,597.20772,304.02234,-548.05962,440.25799,306.02278,-486.12667,623.47767,436.38858,-580.51525,422.90611,435.48543,-496.71036,640.81375,559.13389,-656.19286,413.04714,552.40901,-596.86237,654.21234,590.12667,-708.43643,402.31339,585.54992,-642.56203,639.57832,591.81513,-737.92488,416.66046,587.93035,-683.70422,629.37469,581.70582,-670.494,423.01476,578.42438,-616.92146,579.47124,391.22641,-20.32552,495.34882,391.71907,20.29992,579.36836,491.75672,-500.84843,456.35681,464.71009,-412.95696,595.34595,642.11268,-232.22254,467.14165,646.99224,-147.67252,586.22795,662.05193,-215.78665,486.73386,669.02515,-130.70737,602.64992,697.67226,-430.89996,430.48889,696.20134,-337.54662
down (10).jpg,deadlift_down,663.26691,315.4192,-732.08649,669.07272,303.6837,-721.65405,673.37395,302.28493,-721.62102,677.61833,300.63756,-721.73897,658.42812,304.05588,-719.74831,654.65591,302.78048,-719.83376,650.72166,300.9763,-719.84047,684.9881,293.03556,-604.11293,643.82469,293.29462,-596.82995,669.00749,322.50031,-683.30605,657.17186,322.17251,-681.07384,714.69193,321.35557,-467.30568,615.16674,325.31756,-429.88865,731.55067,397.35051,-489.42245,595.11822,393.92999,-440.15289,738.73276,464.5071,-577.6413,581.79638,460.17321,-532.99236,746.04393,482.90388,-622.97096,573.91167,479.1893,-572.56538,735.77072,484.23885,-641.49696,583.22899,479.70883,-600.48412,730.88326,479.2977,-588.44025,587.06299,473.62082,-548.20118,693.99132,340.70475,-4.17119,640.93056,342.48947,4.43085,722.04865,410.54998,-306.6785,613.30029,407.82542,-266.40985,714.24789,516.13006,-126.18601,609.02782,517.35915,-98.19386,709.90623,529.65333,-116.24514,613.51799,529.89927,-88.36281,718.64693,545.18237,-273.76682,601.73683,546.71492,-235.75686
down (11).jpg,deadlift_down,667.79053,316.71048,-633.09589,673.9093,306.28046,-621.92329,678.26744,305.30064,-621.87996,682.66418,303.92355,-622.03014,662.1064,305.32519,-621.18641,657.6236,303.89381,-621.25191,653.55721,302.25858,-621.21021,689.52286,297.48127,-505.34954,647.13379,296.85071,-503.15285,673.72864,325.44559,-584.34132,659.70856,323.69089,-583.77331,718.92899,330.96882,-377.01019,614.3103,330.4975,-354.66629,742.61612,405.51833,-371.29696,589.46289,398.89615,-335.58678,741.38634,468.77714,-445.34096,579.11243,462.56415,-406.69064,745.69366,486.206,-477.38197,571.99291,481.75856,-435.61592,737.12967,486.32745,-496.71467,579.23309,483.4093,-458.39733,731.65787,481.79508,-454.54613,583.78551,478.99678,-418.06728,693.05496,361.08975,-0.03191,636.63795,363.42782,0.09047,724.71619,425.13039,-332.69051,601.83586,427.00699,-308.06488,711.10886,516.1516,-77.18709,609.12285,513.96193,-70.60831,705.10834,529.33571,-57.38584,614.53255,527.27165,-52.41393,716.81557,547.38007,-187.10304,601.03283,549.2913,-184.79624
down (12).jpg,deadlift_down,873.82622,358.94729,-934.96773,882.39861,343.12245,-912.25113,887.2776,341.99296,-912.27982,891.90056,341.00254,-912.52251,865.51857,344.09572,-910.81375,860.28679,343.44691,-910.87303,855.5455,342.76739,-910.87769,901.9503,338.90659,-735.58029,851.20102,341.57782,-730.96115,882.3381,370.62567,-865.1223,865.13573,372.94756,-863.71254,951.62682,402.50765,-566.12663,809.16084,401.1974,-536.68407,972.74551,511.25899,-599.53205,787.64641,507.60651,-554.66942,982.36923,601.75454,-707.36328,773.34045,593.07658,-669.13963,992.41394,623.53051,-762.66808,764.59862,616.7834,-718.15605,979.82269,627.34783,-788.09692,777.21924,618.74176,-752.98965,973.45703,618.73652,-720.36552,782.75558,611.12545,-686.58401,916.75186,451.38702,0.99491,844.31953,451.65288,-0.78489,953.68912,523.67037,-497.49432,802.87308,525.07941,-458.76957,940.17899,649.91529,-128.85916,817.14088,648.59333,-105.30214,933.14217,665.01845,-102.09928,826.31454,663.38329,-80.21163,946.65207,694.72784,-304.97778,807.66472,693.3067,-289.19224
down (13).jpg,deadlift_down,880.14931,355.39902,-801.86707,888.29758,340.1199,-784.64035,893.12019,338.87342,-784.66217,897.66266,337.78616,-784.88922,873.24188,341.21035,-783.02254,867.42813,340.41824,-783.03619,862.92702,339.60633,-783.01857,906.61156,335.41985,-632.84149,855.94711,337.59495,-624.92687,886.38817,366.78075,-740.08324,869.9752,368.92545,-737.826,950.05943,398.6069,-473.90518,811.92116,396.33655,-447.61131,972.82425,505.12201,-490.81444,790.41267,502.70365,-446.58535,982.8775,595.0733,-577.4543,776.15509,591.78032,-534.58794,987.73262,620.32924,-621.85558,763.28476,615.4214,-573.326,977.45781,621.65661,-649.21333,776.0788,618.17167,-607.60155,972.15401,611.60674,-589.98272,782.59277,609.08482,-550.20832,912.56813,447.98495,0.32424,842.78046,446.30838,-0.18516,951.4064,524.0721,-436.83327,803.5199,520.08998,-412.49416,937.59499,650.80321,-119.74243,819.73618,650.8481,-112.05194,932.86163,662.98482,-96.60158,827.44858,666.66936,-89.97292,941.67374,695.74352,-284.84207,808.94363,695.32741,-281.64139
down (14).jpg,deadlift_down,883.65944,351.00651,-688.26134,890.74493,335.55424,-677.46925,895.56641,334.22399,-677.491,900.17181,332.85677,-677.74406,876.10397,336.0889,-675.82802,870.35622,335.05646,-675.81062,865.51537,333.82267,-675.75981,909.14673,329.40078,-555.46242,857.99202,330.58331,-546.12183,889.65462,361.50976,-636.72993,873.39447,362.36253,-634.08226,951.59607,394.51003,-416.66496,815.48401,392.07823,-393.94444,974.8143,501.44301,-426.84399,792.35016,498.59592,-387.77145,983.76472,593.24623,-484.34006,776.48834,587.46523,-447.97703,992.18353,616.42875,-516.11443,765.27634,612.37231,-474.9263,979.19769,619.73302,-540.12165,777.91336,615.37951,-504.13837,972.17644,611.09322,-494.67384,785.7695,605.80579,-460.71941,915.81215,442.29438,1.0045,844.83696,443.11947,-0.98013,958.38676,517.62892,-399.14593,809.28314,515.0761,-366.05171,939.98161,651.93322,-141.63472,820.67741,651.40883,-135.23621,933.94829,665.68437,-122.39257,829.88869,668.38966,-117.97821,945.06943,697.12144,-281.6547,807.90588,696.04478,-284.56039
down (15).jpg,deadlift_down,615.24445,338.2555,-642.39342,618.76831,325.61511,-634.66011,623.35197,323.80649,-634.67812,628.03761,321.9304,-634.87053,608.52013,327.18536,-626.24645,605.19268,326.55624,-626.29444,601.83678,325.70272,-626.31275,638.78029,316.0113,-528.40919,601.34613,320.56196,-489.96677,623.59722,343.98043,-597.80975,612.9184,344.89927,-586.58497,692.36916,348.72743,-416.2598,584.81194,356.24725,-340.9409,718.77663,426.1489,-446.72409,586.92451,425.87261,-310.14408,733.54141,497.80327,-525.42347,587.11956,489.93333,-379.96185,740.99869,514.66939,-567.705,581.08772,507.60188,-407.01408,732.55554,516.09405,-586.41308,588.36693,507.659,-436.9278,728.13904,510.48137,-534.98951,591.8819,502.40624,-393.98582,684.71375,407.13216,-12.24545,630.83611,411.29813,12.45708,701.89255,453.32538,-380.36045,613.9381,448.42449,-328.38985,692.16751,541.87158,-138.08833,632.93205,547.68335,-101.97446,687.78473,550.87569,-121.69485,639.43031,561.67186,-86.88314,692.64397,583.07426,-271.96041,615.67455,579.82368,-232.00178
down (16).jpg,deadlift_down,822.81822,379.37782,-405.33886,825.58792,367.45753,-409.69578,828.20007,365.92798,-409.68498,831.19026,364.03306,-409.77768,820.9269,368.69976,-385.83282,820.29388,368.39141,-385.95184,819.69673,367.9838,-385.99659,846.25084,360.77239,-375.01614,833.36426,364.07387,-270.27094,834.06387,385.30413,-389.17824,828.74718,385.98756,-358.78735,903.12935,407.80615,-396.05247,850.93903,410.85005,-108.32276,926.78337,497.14624,-413.49884,860.70358,483.49328,-50.71867,944.47365,577.10735,-404.1206,858.30719,548.70233,-113.87065,946.79047,595.31929,-446.69033,857.10327,566.96792,-117.47773,938.69774,595.47963,-451.76968,861.18103,567.61658,-156.37152,938.40546,590.4987,-406.82133,865.05455,561.48042,-131.09118,1000.9346,459.83225,-87.14005,959.09454,464.90115,87.13664,914.6701,518.67335,-280.39669,872.91718,515.78789,-1.18997,941.2812,600.49321,-74.9259,913.87947,600.59312,105.05054,970.6691,605.78253,-54.73857,929.95209,612.20043,113.60692,929.39308,643.41718,-86.3086,883.19069,641.588,80.7438
down (17).jpg,deadlift_down,477.94228,235.91324,-777.19337,487.66014,215.05933,-760.74951,494.57634,214.38783,-760.65475,501.94313,213.80341,-760.76591,470.05413,216.35829,-753.53142,464.39262,216.59368,-753.64334,459.23889,216.65423,-753.62991,518.72002,216.11646,-637.04205,458.80627,222.2953,-608.35976,492.00958,251.39502,-728.52242,471.4629,253.5793,-720.07378,587.11723,308.10672,-536.58882,429.25858,308.68887,-447.3798,616.4669,445.53573,-560.59723,413.45058,439.93991,-436.66569,639.13811,566.60979,-598.19195,410.30632,561.61354,-496.2775,653.49075,600.59132,-641.96014,403.25279,597.77663,-525.59929,641.05652,604.24101,-658.14323,413.07674,600.54377,-560.01972,630.87303,590.7831,-606.54072,418.98186,590.33614,-512.20226,579.81667,362.52252,-27.50944,492.95361,371.07774,27.28858,597.30854,461.74911,-402.50023,452.98962,451.5519,-308.85799,596.06812,634.49727,-186.69855,464.35638,636.36748,-89.16894,586.45378,653.07386,-173.9036,485.95367,658.52995,-73.10803,604.91158,696.45862,-359.12033,433.78319,692.70103,-230.49107
down (18).jpg,deadlift_down,207.2451,205.76616,-598.35579,212.77569,193.29226,-586.19293,217.38085,192.2583,-586.19225,222.20074,191.3763,-586.28624,203.8755,194.79832,-567.31525,201.96732,195.08221,-567.45445,200.17536,195.30758,-567.56721,238.44145,194.24782,-496.95534,210.8799,198.14404,-414.41689,217.99202,216.23856,-565.27679,209.27059,217.13505,-541.04851,308.07617,237.68009,-469.14913,220.16617,266.05366,-242.44272,334.08566,316.9961,-505.53471,227.72667,359.59633,-207.10333,348.36285,386.90891,-553.5968,226.80031,440.21561,-275.33695,357.11819,405.68684,-598.20446,218.72589,458.2682,-293.07724,346.93016,409.62883,-612.89757,221.91788,460.19882,-328.52894,342.85465,404.73873,-560.90691,227.29233,452.72442,-292.65228,373.63071,309.2828,-80.88212,321.41476,328.2209,80.88632,333.49327,382.9435,-467.45964,259.16986,392.7282,-221.30442,351.80878,517.31762,-341.46118,286.30901,521.13129,-87.67471,365.16281,534.37141,-334.92954,298.70762,536.50898,-81.22681,329.44817,554.58641,-476.4407,243.39039,552.20459,-191.13495
